120.8985492,7.018747111,-46.07102043,-15.5696333
120.2680103,9.481106002,-46.66281506,-17.58364724
119.6997064,12.93730776,-46.2592926,-19.9227692
119.5175486,17.04660192,-45.95128625,-21.3343489
118.8129613,21.92951405,-44.86873629,-23.02751829
118.8475823,28.16824667,-45.15255641,-22.92578708
119.8915595,34.98632787,-46.02416603,-22.0136749
120.9076817,41.51821384,-46.29710603,-21.72218058
121.0395374,47.61464963,-45.76407227,-22.37631886
117.9536179,54.4406844,-43.85630862,-23.67097311
116.2907666,61.43678325,-42.33667488,-25.28087314
115.6467133,66.36189154,-40.74613879,-26.13454522
115.2722136,68.48731139,-38.43980654,-25.43783362
114.9530534,70.74394759,-37.18702839,-24.09615426
113.2305957,69.44929624,-32.98687987,-22.93051361
112.8651604,67.16991575,-30.31402913,-19.15587115
111.9253957,64.71221548,-27.76037593,-16.11269459
112.0529635,61.77131685,-25.74281396,-12.91886153
113.1317185,57.92890244,-23.49306054,-9.80018602
113.1505698,54.57222997,-21.18095765,-7.424892075
112.5204541,51.71178412,-19.4963842,-4.6783244
112.7130639,48.23375393,-17.87313435,-1.948286445
113.0428311,44.62238664,-16.25473511,0.964306746
113.0631658,40.89085843,-14.7635097,4.119201859
113.3988588,37.06978112,-14.75435806,8.552364059
114.595618,32.50298019,-16.53320462,14.8077073
115.5488528,27.93660593,-17.99332903,19.56034863
115.9182386,23.01018658,-19.87896621,24.42948133
113.7798194,16.89463862,-18.69071874,26.55398077
115.3758435,9.963601322,-15.66018161,23.24071642
116.1048389,3.900513918,-14.62834381,23.87536153
116.6908799,-2.052230725,-13.13172118,25.01511601
